id,name,latitude,longitude,address
72,W 52 St & 11 Ave,40.76727216,-73.99392888,"Citi Bike - W 52 St / 11 Ave, West 52nd Street, Theater District, Manhattan Community Board 4, Manhattan, New York County, New York, 10019, United States"
72,W 52 St & 11 Ave,40.767,-73.995,"609, West 51st Street, Manhattan Community Board 4, Manhattan, New York County, New York, 10019, United States"
79,Franklin St & W Broadway,40.71911552,-74.00666661,"Citi Bike - Franklin St & W Broadway, Franklin Street, Tribeca, Manhattan Community Board 1, Manhattan, New York County, New York, 10005, United States"
79,Franklin St & W Broadway,40.719,-74.007,"Franklin Street, Varick Street, Tribeca, Manhattan Community Board 1, Manhattan, New York County, New York, 10014, United States"
82,St James Pl & Pearl St,40.71117416,-74.00016545,"Citi Bike - Saint James Place & Pearl Street, Pearl Street, Two Bridges, Manhattan Community Board 3, Manhattan, New York County, New York, 10038, United States"
82,St James Pl & Pearl St,40.71,-74.001,"Pearl Street, Two Bridges, Manhattan Community Board 3, Manhattan, New York County, New York, 10038, United States"
116,W 17 St & 8 Ave,40.74177603,-74.00149746,"Citi Bike - W 17 St & 8 Ave, West 17th Street, Chelsea, Manhattan, New York County, New York, 10011, United States"
116,W 17 St & 8 Ave,40.743,-74.001,"310, West 19th Street, Chelsea, Manhattan, New York County, New York, 10011, United States"
127,Barrow St & Hudson St,40.73172428,-74.00674436,"Citi Bike - Barrow St & Hudson St, Barrow Street, West Village, Manhattan Community Board 2, Manhattan, New York County, New York, 10014, United States"
128,MacDougal St & Prince St,40.72710258,-74.00297088,"Citi Bike - MacDougal St & Prince St, MacDougal Street, University Village, SoHo, Manhattan, New York County, New York, 10012, United States"
146,Hudson St & Reade St,40.71625008,-74.0091059,"Citi Bike - Hudson Street & Reade Street, Hudson Street, Tribeca, Manhattan Community Board 1, Manhattan, New York County, New York, 10014, United States"
146,Hudson St & Reade St,40.716,-74.01,"155, Chambers Street, Tribeca, Manhattan Community Board 1, Manhattan, New York County, New York, 10013, United States"
150,E 2 St & Avenue C,40.7208736,-73.98085795,"Citi Bike - E 2 St & Avenue C, East 2nd Street, East Village, Manhattan Community Board 3, Manhattan, New York County, New York, 10002-1013, United States"
150,E 2 St & Avenue C,40.722,-73.98,"42, Avenue C, East Village, Manhattan Community Board 3, Manhattan, New York County, New York, 10009, United States"
151,Cleveland Pl & Spring St,40.722103786686034,-73.99724900722504,"Petrosino Square Park, Kenmare Street, Manhattan Community Board 2, Manhattan, New York County, New York, 10012-3332, United States"
151,Cleveland Pl & Spring St,40.722,-73.998,"216, Lafayette Street, Manhattan Community Board 2, Manhattan, New York County, New York, 10012, United States"
152,Warren St & W Broadway,40.71473993,-74.00910627,"Citi Bike - Warren St & Church St, Warren Street, Tribeca, Manhattan Community Board 1, Manhattan, New York County, New York, 10007, United States"
161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,"New York University, West Houston Street, Manhattan Community Board 2, Manhattan, New York County, New York, 10012, United States"
161,LaGuardia Pl & W 3 St,40.728,-73.998,"New York University, West Houston Street, Manhattan Community Board 2, Manhattan, New York County, New York, 10012, United States"
161,LaGuardia Pl & W 3 St [temporarily removed],40.72917025,-73.99810231,"New York University, West Houston Street, Manhattan Community Board 2, Manhattan, New York County, New York, 10012, United States"
164,E 47 St & 2 Ave,40.75323098,-73.97032517,"Citi bike - E 47 St & 2 Ave, East 47th Street, Turtle Bay, Manhattan Community Board 6, Manhattan, New York County, New York, 10017, United States"
167,E 39 St & 3 Ave,40.7489006,-73.97604882,"Citi Bike - E 39 St & 3 Ave, East 39th Street, Murray Hill, Manhattan Community Board 6, Manhattan, New York County, New York, 10016, United States"
167,E 39 St & 3 Ave,40.749,-73.977,"Permanent Mission of the Republic of Guinea to the United Nations, 140, East 39th Street, Murray Hill, Manhattan Community Board 6, Manhattan, New York County, New York, 10016, United States"
168,W 18 St & 6 Ave,40.73971301,-73.99456405,"Citi Bike - W 18 St & 6 Ave, West 18th Street, Manhattan Community Board 5, Manhattan, New York County, New York, 10011, United States"
173,Broadway & W 49 St,40.76068327096592,-73.9845272898674,"Crowne Plaza Times Square, 1605, Broadway, Theater District, Manhattan Community Board 5, Manhattan, New York County, New York, 10019, United States"
173,Broadway & W 49 St,40.761,-73.986,"The Ritz Plaza, 235, West 48th Street, Theater District, Manhattan Community Board 5, Manhattan, New York County, New York, 10036, United States"
174,E 25 St & 1 Ave,40.7381765,-73.97738662,"Brookdale Campus, 425, East 25th Street, Kips Bay, Manhattan Community Board 6, Manhattan, New York County, New York, 10010, United States"
174,E 25 St & 1 Ave,40.737,-73.977,"Veteran Affairs New York Harbor Healthcare System, Asser Levy Place, Kips Bay, Manhattan Community Board 6, Manhattan, New York County, New York, 10016, United States"
195,Liberty St & Broadway,40.70905623,-74.01043382,"Citi Bike - Liberty St & Broadway, Liberty Street, Financial District, Manhattan Community Board 1, Manhattan, New York County, New York, 10005, United States"
212,W 16 St & The High Line,40.74334935,-74.00681753,"Citi Bike - W 16 St & The High Line, West 16th Street, Chelsea District, Manhattan, New York County, New York, 10011, United States"
212,W 16 St & The High Line,40.743,-74.007,"Chelsea Market, 75, 9th Avenue, Chelsea District, Manhattan, New York County, New York, 10011, United States"
223,W 13 St & 7 Ave,40.73781509,-73.99994661,"Citi Bike - W 13 St & 7 Ave, West 13th Street, West Village, Manhattan Community Board 2, Manhattan, New York County, New York, 10011, United States"
224,Spruce St & Nassau St,40.71146364,-74.00552427,"Citi Bike - Spruce Street & Nassau Street, Spruce Street, Financial District, Manhattan Community Board 1, Manhattan, New York County, New York, 10038, United States"
228,E 48 St & 3 Ave,40.7546011026,-73.971878855,"The Buchanan, 160, East 48th Street, Turtle Bay, Manhattan Community Board 6, Manhattan, New York County, New York, 10017, United States"
229,Great Jones St,40.72743423,-73.99379025,"Citi Bike - Great Jones St, Great Jones Street, NoHo, Manhattan, New York County, New York, 10012, United States"
236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,"Citi Bike - St Marks Pl & 2 Ave, Saint Mark's Place, East Village, Manhattan Community Board 3, Manhattan, New York County, New York, 10003, United States"
236,St Marks Pl & 2 Ave,40.728,-73.986,"69, Saint Mark's Place, East Village, Manhattan Community Board 3, Manhattan, New York County, New York, 10003, United States"
237,E 11 St & 2 Ave,40.73047309,-73.98672378,"245, East 11th Street, East Village, Manhattan Community Board 3, Manhattan, New York County, New York, 10003, United States"
238,Bank St & Washington St,40.7361967,-74.00859207,"Citi Bike - Bank St & Washington St, Bank Street, West Village, Manhattan Community Board 2, Manhattan, New York County, New York, 10014, United States"
238,Bank St & Washington St,40.737,-74.01,"West Street, West Village, Meatpacking District, Manhattan, New York County, New York, 10014-3621, United States"
247,Perry St & Bleecker St,40.73535398,-74.00483091,"Citi Bike - Perry St & Bleecker St, Perry Street, West Village, Manhattan Community Board 2, Manhattan, New York County, New York, 10014, United States"
248,Laight St & Hudson St,40.72185379,-74.00771779,"Citi Bike - Laight St & Hudson St, Laight Street, Tribeca, Manhattan Community Board 1, Manhattan, New York County, New York, 10013, United States"
249,Harrison St & Hudson St,40.71870987,-74.0090009,"Citi Bike - Harrison St & Hudson St, Harrison Street, Tribeca, Manhattan Community Board 1, Manhattan, New York County, New York, 10013, United States"
249,Harrison St & Hudson St,40.719,-74.01,"361, Greenwich Street, Tribeca, Manhattan Community Board 1, Manhattan, New York County, New York, 10013, United States"
250,Lafayette St & Jersey St,40.72456089,-73.99565293,"Citi Bike - Lafayette St & Jersey St, Lafayette Street, Manhattan Community Board 2, Manhattan, New York County, New York, 10012-3332, United States"
251,Mott St & Prince St,40.72317958,-73.99480012,"Citi Bike - Mott St & Prince St, Mott Street, Little Italy, Manhattan, New York County, New York, 10012, United States"
251,Mott St & Prince St,40.722,-73.995,"21, Spring Street, Manhattan Community Board 2, Manhattan, New York County, New York, 10012, United States"
252,MacDougal St & Washington Sq,40.73226398,-73.99852205,"Citi Bike - MacDougal St & Washington Sq, Washington Square North, Washington Square Village, Manhattan Community Board 2, Manhattan, New York County, New York, 10011-6832, United States"
254,W 11 St & 6 Ave,40.73532427,-73.99800419,"Citi Bike - W 11 St & 6 Ave, West 11th Street, Washington Square Village, Manhattan Community Board 2, Manhattan, New York County, New York, 10014, United States"
